Wall time,Step,Value
1744199530.1830528,50,0.05842960625886917
1744199541.537329,100,0.059944409877061844
1744199553.583407,150,0.07454331964254379
1744199565.7764456,200,0.06433086097240448
1744199578.1402614,250,0.07643125206232071
1744199592.099414,300,0.09787479788064957
1744199604.6394079,350,0.05810356140136719
1744199617.2647185,400,0.07139534503221512
1744199630.1997685,450,0.04978445544838905
1744199642.7906718,500,0.05592302232980728
1744199653.6729128,550,0.04747091233730316
1744199667.084613,600,0.06638666987419128
1744199680.2757494,650,0.047507964074611664
1744199693.49279,700,0.047368910163640976
1744199705.298881,750,0.052698343992233276
1744199716.5452642,800,0.05495923012495041
1744199729.558402,850,0.05834999680519104
1744199741.249241,900,0.0629887655377388
1744199753.312913,950,0.05886036157608032
1744199766.3661494,1000,0.05278375372290611
1744199778.4257812,1050,0.06568332016468048
1744199790.5432036,1100,0.06445464491844177
1744199803.0696862,1150,0.047425925731658936
1744199817.4463732,1200,0.06010488048195839
1744199830.923626,1250,0.054620761424303055
1744199841.685688,1300,0.06362637877464294
1744199854.1455615,1350,0.06301029771566391
1744199866.5067482,1400,0.04782947525382042
1744199879.247864,1450,0.04903646558523178
1744199891.298195,1500,0.04554696008563042
1744199904.9189134,1550,0.06828998774290085
1744199917.0372565,1600,0.06371838599443436
1744199929.2571096,1650,0.041469600051641464
1744199942.060749,1700,0.051368847489356995
1744199954.5705569,1750,0.04714865982532501
1744199968.2491665,1800,0.05723722279071808
1744199980.536486,1850,0.0477730855345726
1744199992.8327663,1900,0.05277145653963089
1744200004.4045737,1950,0.06574754416942596
1744200017.0217845,2000,0.06515302509069443
1744200030.9765,2050,0.05124518647789955
1744200041.2097764,2100,0.04958758503198624
1744200051.6391664,2150,0.052777860313653946
1744200064.121397,2200,0.07035241276025772
1744200077.0026622,2250,0.07379768043756485
1744200089.6487992,2300,0.07313692569732666
1744200104.285961,2350,0.06702812016010284
1744200115.5474334,2400,0.0742972269654274
1744200127.9386156,2450,0.055044978857040405
1744200141.682868,2500,0.06986764818429947
1744200153.258505,2550,0.06991773098707199
1744200167.3044047,2600,0.06165482848882675
1744200179.1323087,2650,0.0620463490486145
1744200192.2765777,2700,0.058941278606653214
1744200204.841031,2750,0.041995320469141006
1744200216.478791,2800,0.07375578582286835
1744200229.1587644,2850,0.0523633137345314
1744200241.7543051,2900,0.07001768797636032
1744200255.028902,2950,0.0580730177462101
1744200267.0230455,3000,0.07263214141130447
1744200279.7032733,3050,0.0679415836930275
1744200292.1590507,3100,0.055281106382608414
1744200305.0574577,3150,0.050545237958431244
1744200316.8026657,3200,0.05321383848786354
1744200327.7139893,3250,0.05556688457727432
1744200341.3770912,3300,0.05646607279777527
1744200353.737812,3350,0.03374185040593147
1744200367.2470624,3400,0.060156580060720444
1744200379.416533,3450,0.04841867834329605
1744200391.267928,3500,0.0476159006357193
1744200404.380618,3550,0.049069058150053024
1744200417.0460505,3600,0.054411228746175766
1744200428.5050452,3650,0.051859330385923386
1744200441.746635,3700,0.06106657534837723
1744200453.1212518,3750,0.052373047918081284
1744200465.8640254,3800,0.058722808957099915
1744200479.9930198,3850,0.04957299306988716
1744200491.1860914,3900,0.04407674819231033
1744200505.4007082,3950,0.04915088415145874
1744200516.3924305,4000,0.061347030103206635
1744200528.4273624,4050,0.05118295177817345
1744200540.567985,4100,0.061882100999355316
1744200552.4535043,4150,0.048416830599308014
1744200564.9844959,4200,0.05978218838572502
1744200577.6219656,4250,0.06211899220943451
1744200589.587863,4300,0.06118433177471161
1744200601.8139553,4350,0.060539454221725464
1744200616.8841968,4400,0.060683079063892365
1744200630.3433948,4450,0.046255167573690414
1744200643.519256,4500,0.055485181510448456
1744200654.5375066,4550,0.056180715560913086
1744200665.757862,4600,0.05832645669579506
1744200680.0116622,4650,0.06186369061470032
1744200693.8026648,4700,0.061041392385959625
1744200706.0778196,4750,0.054640453308820724
1744200718.2639163,4800,0.048741862177848816
1744200730.1101816,4850,0.06329301744699478
1744200743.945893,4900,0.06645533442497253
1744200756.2560382,4950,0.05262894183397293
1744200767.8394575,5000,0.057648222893476486
1744200781.8201852,5050,0.04773000255227089
1744200793.228625,5100,0.06044062227010727
1744200808.170821,5150,0.05446486920118332
1744200820.8447347,5200,0.0430762879550457
1744200832.3728766,5250,0.06013428792357445
1744200846.7674367,5300,0.059548523277044296
1744200859.0828102,5350,0.042618438601493835
1744200871.2213218,5400,0.05503837391734123
1744200884.1903434,5450,0.0514371320605278
1744200896.5618384,5500,0.05200186371803284
1744200910.615239,5550,0.05308663100004196
1744200922.7105863,5600,0.047936540096998215
1744200934.212606,5650,0.05704745277762413
1744200948.0650718,5700,0.0566084198653698
1744200960.9608862,5750,0.05053962394595146
1744200971.881073,5800,0.04434947296977043
1744200985.5402884,5850,0.04631062224507332
1744200997.4403367,5900,0.04557918757200241
1744201012.0479088,5950,0.05976779758930206
1744201024.117907,6000,0.03957924246788025
1744201034.7179768,6050,0.0520247146487236
1744201048.174317,6100,0.056009698659181595
1744201060.137343,6150,0.047377653419971466
1744201071.8413353,6200,0.05458026006817818
1744201085.0232213,6250,0.04355853423476219
1744201096.9389904,6300,0.03995119035243988
1744201112.1947558,6350,0.045944876968860626
1744201123.816001,6400,0.04866890609264374
1744201136.7062855,6450,0.05353929102420807
1744201150.0831828,6500,0.04496283084154129
1744201162.4962616,6550,0.04743056744337082
1744201176.331026,6600,0.04694501683115959
1744201190.5617633,6650,0.05336928740143776
1744201203.00914,6700,0.05408255755901337
1744201217.24828,6750,0.049318648874759674
1744201230.321332,6800,0.047389768064022064
1744201242.4794722,6850,0.047274619340896606
1744201255.7791018,6900,0.049479998648166656
1744201268.7057111,6950,0.05083535611629486
1744201281.3988404,7000,0.05113689601421356
1744201292.7021542,7050,0.053330738097429276
1744201303.8594766,7100,0.047125961631536484
1744201317.4772127,7150,0.04644503444433212
1744201330.005713,7200,0.04947304353117943
1744201343.027023,7250,0.04664236307144165
