Wall time,Step,Value
1744189078.9536452,50,1.8454474210739136
1744189082.6490905,12850,1.8023030757904053
1744189084.3147225,19250,1.7624667882919312
1744189085.8682306,25650,1.6417863368988037
1744189093.8979251,57650,1.523266315460205
1744189097.0331502,64050,1.5190825462341309
1744189098.6934478,70450,1.4874694347381592
1744189103.5597491,89650,1.421223521232605
1744189105.147642,96050,1.4082188606262207
1744189108.1969938,102450,1.3870716094970703
1744189111.4642708,115250,1.3737907409667969
1744189113.0531993,121650,1.3407567739486694
1744189114.6644478,128050,1.3245117664337158
1744189117.8200061,140850,1.3005117177963257
1744189119.442295,147250,1.284984827041626
1744189125.1657906,166450,1.2326512336730957
1744189126.7823322,172850,1.2361857891082764
1744189128.409641,179250,1.2034826278686523
1744189131.422314,185650,1.1748125553131104
1744189133.0022392,192050,1.1616580486297607
1744189138.7527845,211250,1.0417664051055908
1744189140.3847485,217650,0.9933294057846069
1744189143.5083365,230450,0.9144991636276245
1744189145.1439085,236850,0.8871528506278992
1744189146.7627287,243250,0.8354429602622986
1744189148.3454876,249650,0.8202807903289795
1744189149.9801865,256050,0.8104767799377441
1744189161.7837296,300850,0.65884929895401
1744189163.3754954,307250,0.6498675346374512
1744189165.0042105,313650,0.6221107840538025
1744189166.755052,320050,0.6114893555641174
1744189168.3309247,326450,0.5890355110168457
1744189170.6766484,332850,0.5907876491546631
1744189172.262899,339250,0.5825561285018921
1744189173.8486981,345650,0.5642193555831909
1744189175.4346898,352050,0.5523644089698792
1744189178.8381069,364850,0.539260983467102
1744189183.7273643,384050,0.482965350151062
1744189186.3461282,390450,0.4810606837272644
1744189187.954774,396850,0.4479333162307739
1744189189.6027057,403250,0.4483642876148224
1744189192.8620887,416050,0.42180144786834717
1744189194.4510334,422450,0.432839959859848
1744189198.7428775,428850,0.4049452245235443
1744189200.3207629,435250,0.40295231342315674
1744189203.8882284,448050,0.3916826546192169
1744189205.4701836,454450,0.3672022521495819
1744189208.7046762,467250,0.3577488362789154
1744189211.9500644,480050,0.3324649930000305
1744189215.2556388,492850,0.31507501006126404
1744189216.9684355,499250,0.3233742117881775
1744189218.6103036,505650,0.29588013887405396
1744189220.981672,512050,0.3129538595676422
1744189224.1346192,524850,0.2917367219924927
1744189225.7294025,531250,0.2865382134914398
1744189228.8609195,544050,0.2767100930213928
1744189231.757459,550450,0.2709908187389374
1744189233.336489,556850,0.27360445261001587
1744189236.499616,569650,0.27661243081092834
1744189238.0650434,576050,0.26155516505241394
1744189246.1605475,608050,0.26106613874435425
1744189252.6124437,633650,0.24292084574699402
1744189254.241566,640050,0.2326318919658661
1744189259.063578,659250,0.23692473769187927
1744189260.8093543,665650,0.24612225592136383
1744189265.937972,678450,0.23041468858718872
1744189268.13961,684850,0.22585882246494293
1744189270.432235,691250,0.22862191498279572
1744189272.5950346,697650,0.23880459368228912
1744189274.5890496,704050,0.23011229932308197
1744189276.5368145,710450,0.21812650561332703
1744189278.7971005,716850,0.230672225356102
1744189283.114415,729650,0.21971966326236725
1744189284.9271982,736050,0.22371461987495422
1744189287.2408333,742450,0.22609423100948334
1744189299.4079585,774450,0.2131248265504837
1744189308.6343062,800050,0.20632638037204742
1744189310.8629403,806450,0.20411553978919983
1744189315.0766003,819250,0.2058829665184021
1744189317.3197138,825650,0.20175696909427643
1744189319.5009418,832050,0.20836755633354187
1744189321.7236152,838450,0.20288768410682678
1744189323.9524195,844850,0.20000648498535156
1744189328.1660838,857650,0.20191220939159393
1744189334.4767928,870450,0.19720719754695892
1744189336.4202888,876850,0.19722120463848114
1744189338.655967,883250,0.1955423355102539
1744189341.1930883,889650,0.2012537717819214
1744189350.0997076,915250,0.20145520567893982
1744189352.4900818,921650,0.19379334151744843
1744189354.631323,928050,0.19261713325977325
1744189356.5368578,934450,0.19442591071128845
1744189358.9390876,940850,0.18137890100479126
1744189366.6987123,960050,0.19382289052009583
1744189373.248191,985650,0.19132472574710846
1744189376.3962047,998450,0.19079776108264923
1744189377.9197893,1004850,0.1802619844675064
1744189381.0105557,1017650,0.18633410334587097
1744189382.5473304,1024050,0.17923036217689514
1744189385.676466,1036850,0.1794930100440979
1744189387.205695,1043250,0.17785191535949707
1744189388.807189,1049650,0.1772659868001938
1744189391.96217,1062450,0.17951908707618713
1744189395.1813273,1075250,0.17333179712295532
1744189398.3415792,1088050,0.1738840490579605
1744189399.9182599,1094450,0.1835336834192276
1744189401.4909303,1100850,0.1776266247034073
1744189404.7746809,1113650,0.17392878234386444
1744189406.263298,1120050,0.17692390084266663
1744189407.8293097,1126450,0.16943077743053436
1744189409.4217722,1132850,0.17104768753051758
1744189411.0052323,1139250,0.16302922368049622
1744189414.2446198,1152050,0.16492490470409393
1744189415.8717563,1158450,0.16887643933296204
1744189417.4372654,1164850,0.1720568835735321
1744189419.062839,1171250,0.16547907888889313
1744189420.6388187,1177650,0.15979786217212677
1744189422.2123072,1184050,0.16736023128032684
1744189423.816892,1190450,0.16746030747890472
1744189428.5273728,1209650,0.1630028635263443
1744189430.1158693,1216050,0.17343410849571228
