Wall time,Step,Value
1742904882.3472097,50,1.8454474210739136
1742904890.21492,6450,1.8259891271591187
1742904897.3435163,12850,1.8014253377914429
1742904903.2451944,19250,1.747843623161316
1742904910.2365024,25650,1.5964021682739258
1742904916.8405297,32050,1.5284329652786255
1742904923.895212,38450,1.4649176597595215
1742904931.7495909,44850,1.4423413276672363
1742904938.3593168,51250,1.4141944646835327
1742904944.5719934,57650,1.3949617147445679
1742904950.2554333,64050,1.3834055662155151
1742904957.4906433,70450,1.347133755683899
1742904959.6320097,76850,1.3371981382369995
1742904961.341392,83250,1.327141284942627
1742904963.9708557,89650,1.2881865501403809
1742904966.4336908,96050,1.2670323848724365
1742904968.773302,102450,1.2621546983718872
1742904971.2220428,108850,1.2609272003173828
1742904973.6833363,115250,1.2507011890411377
1742904976.0838542,121650,1.215798258781433
1742904978.4862697,128050,1.203902006149292
1742904980.8290944,134450,1.1928277015686035
1742904983.239542,140850,1.1705228090286255
1742904985.673774,147250,1.1626285314559937
1742904989.3621736,153650,1.1422885656356812
1742904991.870291,160050,1.1283775568008423
1742904994.2139294,166450,1.1193255186080933
1742904996.7273686,172850,1.1144330501556396
1742904999.3243163,179250,1.0783085823059082
1742905001.6184568,185650,1.0472924709320068
1742905003.9900553,192050,1.031524419784546
1742905006.3718925,198450,0.9897576570510864
1742905008.7843196,204850,0.9894514083862305
1742905011.3628924,211250,0.9431759119033813
1742905013.6415706,217650,0.9107711911201477
1742905016.2297158,224050,0.8613415360450745
1742905018.802701,230450,0.8499369025230408
1742905022.5743506,236850,0.8281382322311401
1742905025.0667589,243250,0.780193567276001
1742905027.4506521,249650,0.7645223736763
1742905029.9317038,256050,0.7570624947547913
1742905032.369642,262450,0.7456450462341309
1742905034.8173928,268850,0.728456437587738
1742905037.247008,275250,0.7028746604919434
1742905039.657753,281650,0.6832132339477539
1742905041.7702715,288050,0.6646878123283386
1742905043.904842,294450,0.6600128412246704
1742905045.947112,300850,0.6215534806251526
1742905048.1198885,307250,0.6189647316932678
1742905050.2670398,313650,0.5990524888038635
1742905052.4276202,320050,0.5869470238685608
1742905056.133162,326450,0.5723461508750916
1742905058.4858477,332850,0.5779294967651367
1742905060.9098217,339250,0.5686553120613098
1742905063.5067744,345650,0.5547001957893372
1742905065.821079,352050,0.5410439968109131
1742905068.2330153,358450,0.5429076552391052
1742905070.8121207,364850,0.5341047048568726
1742905073.378992,371250,0.4980446398258209
1742905075.8654032,377650,0.48539087176322937
1742905078.3879337,384050,0.475070595741272
1742905080.744328,390450,0.4741078019142151
1742905083.1549559,396850,0.4458458423614502
1742905085.579989,403250,0.4468599259853363
1742905089.3609247,409650,0.442231684923172
1742905091.879297,416050,0.42655760049819946
1742905094.2903013,422450,0.43814224004745483
1742905096.8265007,428850,0.4097346067428589
1742905099.2638717,435250,0.40310031175613403
1742905101.6841543,441650,0.398029625415802
1742905104.1558282,448050,0.40209531784057617
1742905106.563195,454450,0.3760751187801361
1742905109.001226,460850,0.3720194697380066
1742905111.3939545,467250,0.3641212582588196
1742905113.7742357,473650,0.36241650581359863
1742905116.3840246,480050,0.34664666652679443
1742905118.9957309,486450,0.3500496745109558
1742905122.8174286,492850,0.3333381116390228
1742905125.3454595,499250,0.3560127317905426
1742905127.6867456,505650,0.3223065435886383
1742905130.1901755,512050,0.34164005517959595
1742905132.4381208,518450,0.3283393681049347
1742905134.753331,524850,0.31954482197761536
1742905137.0323405,531250,0.31813085079193115
1742905139.2364058,537650,0.30487051606178284
1742905141.2258496,544050,0.30042368173599243
1742905143.4964797,550450,0.3009262681007385
1742905146.223515,556850,0.2996528148651123
1742905148.6155033,563250,0.30284392833709717
1742905151.1973903,569650,0.3004763126373291
1742905153.8170218,576050,0.2827243208885193
1742905157.6616583,582450,0.2912892997264862
1742905160.0735273,588850,0.2858157753944397
1742905162.5930347,595250,0.2774575352668762
1742905164.9890046,601650,0.27827444672584534
1742905167.3310747,608050,0.2840776741504669
1742905169.6804113,614450,0.2697793245315552
1742905172.1242676,620850,0.2815265953540802
1742905174.5190127,627250,0.2650623917579651
1742905176.919411,633650,0.26488813757896423
1742905179.4009778,640050,0.2548719048500061
1742905181.7374623,646450,0.26866385340690613
1742905184.205862,652850,0.26010024547576904
1742905186.8973758,659250,0.25866591930389404
1742905190.5185888,665650,0.2670135796070099
1742905192.9018593,672050,0.2507249414920807
1742905195.2250824,678450,0.2495899349451065
1742905197.6022487,684850,0.2479643076658249
1742905200.3348608,691250,0.2488280087709427
1742905202.735496,697650,0.2565237283706665
1742905204.9843981,704050,0.24893681704998016
1742905207.7402303,710450,0.23865355551242828
1742905210.2705162,716850,0.25341424345970154
1742905212.6360276,723250,0.252605140209198
1742905215.0863888,729650,0.24048052728176117
1742905217.4841661,736050,0.24528568983078003
1742905219.8374739,742450,0.24661825597286224
1742905223.809242,748850,0.24420148134231567
1742905226.1106565,755250,0.23358404636383057
1742905228.296569,761650,0.2464698851108551
1742905230.3493488,768050,0.2359590232372284
1742905232.546835,774450,0.23597417771816254
1742905234.70335,780850,0.23688499629497528
1742905236.836551,787250,0.23831035196781158
1742905239.331784,793650,0.2385055273771286
1742905241.7947984,800050,0.2308407425880432
1742905244.3554795,806450,0.22344613075256348
1742905246.9274726,812850,0.22131268680095673
1742905249.4270134,819250,0.2299468070268631
1742905251.9057858,825650,0.22316177189350128
1742905254.4244227,832050,0.23082898557186127
1742905258.229503,838450,0.22373366355895996
1742905260.7752635,844850,0.22084125876426697
1742905263.3616638,851250,0.23395496606826782
1742905265.9002688,857650,0.22360877692699432
1742905268.4756668,864050,0.22763949632644653
1742905270.977168,870450,0.21806959807872772
1742905273.4081824,876850,0.22275835275650024
1742905275.8906202,883250,0.22066298127174377
1742905278.2852163,889650,0.2232653796672821
1742905280.618639,896050,0.22153830528259277
1742905283.1497576,902450,0.21809691190719604
1742905285.5421624,908850,0.2140083611011505
1742905288.061392,915250,0.22476345300674438
1742905291.8013628,921650,0.21868197619915009
1742905294.2063844,928050,0.21819637715816498
1742905296.6881468,934450,0.21907608211040497
1742905299.0786679,940850,0.2069225013256073
1742905301.5631642,947250,0.2138441950082779
1742905304.1571362,953650,0.2152055948972702
1742905306.3899198,960050,0.22202880680561066
1742905308.825546,966450,0.2054048329591751
1742905311.182071,972850,0.20266397297382355
1742905313.6728747,979250,0.20842579007148743
1742905315.7646775,985650,0.22223614156246185
1742905318.0287786,992050,0.2126823365688324
